FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,RSTDE_GUID_CN,OPER_TIME,PARKNG_POSBL_AT,UTILIIZA_PRC_CN,PET_POSBL_AT,PET_INFO_CN,ENTRN_POSBL_PET_SIZE_VALUE,PET_LMTT_MTR_CN,IN_PLACE_ACP_POSBL_AT,OUT_PLACE_ACP_POSBL_AT,FCLTY_INFO_DC,PET_ACP_ADIT_CHRGE_VALUE,LAST_UPDT_DE
힘내약국,반려동물업,반려의료,동물약국,경기도,안양시 동안구,호계동,,959-6 번지,경수대로,543,37.37123192,126.957487,14116,경기도 안양시 동안구 경수대로 543,경기도 안양시 동안구 호계동 959-6,(0507) 1307-0189,,매주 토 일 법정공휴일,월~금 10:00~18:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
힘찬동물약국,반려동물업,반려의료,동물약국,서울특별시,광진구,자양동,,635-28 번지,뚝섬로,631-1,37.5320496,127.079985,5060,서울특별시 광진구 뚝섬로 631-1,서울특별시 광진구 자양동 635-28,(0507) 1343-1221,,매주 일요일,월~금 09:00~19:30 토 09:00~15:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
힘찬약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,쌍문동,,503-12 번지,삼양로,580-4,37.65477607,127.013298,1366,서울특별시 도봉구 삼양로 580-4,서울특별시 도봉구 쌍문동 503-12,(02) 996-9114,,매주 일요일 법정공휴일,월 화~금 08:30~21:00 수 08:30~20:00 토 08:30~18:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
힘찬약국,반려동물업,반려의료,동물약국,경기도,부천시,소사본동,,184-4 번지,소사로,186,37.47485746,126.79573,14762,경기도 부천시 소사로 186,경기도 부천시 소사본동 184-4,(032) 348-6825,,매주 일요일 법정공휴일,월~금 09:00~20:00 토 09:00~21:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
힘찬약국,반려동물업,반려의료,동물약국,충청남도,천안시 동남구,신부동,,625 번지,터미널9길,50,36.82279878,127.157964,31120,충청남도 천안시 동남구 터미널9길 50,충청남도 천안시 동남구 신부동 625,(041) 551-0414,,연중무휴,월~금 09:00~21:00 토 09:00~18:00 일 09:00~18:00 법정공휴일 09:00~18:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
힘찬약국,반려동물업,반려의료,동물약국,부산광역시,금정구,부곡동,,295-2 번지,부곡로,124,35.22697939,129.092122,46271,부산광역시 금정구 부곡로 124,부산광역시 금정구 부곡동 295-2,(051) 715-1360,,매주 일요일,월~토 09:00~20:00 법정공휴일 09:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
힘찬약국,반려동물업,반려의료,동물약국,부산광역시,동래구,명륜동,,637-5 번지,명륜로,161,35.20814047,129.081929,47743,부산광역시 동래구 명륜로 161,부산광역시 동래구 명륜동 637-5,(051) 557-4159,,매주 일요일 법정공휴일,월~금 09:00~19:00 토 09:00~14:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
힘찬약국,반려동물업,반려의료,동물약국,전라남도,순천시,용당동,,580-3 번지,용당삼산로,11,34.97286841,127.489846,57936,전라남도 순천시 용당삼산로 11,전라남도 순천시 용당동 580-3,(061) 755-1208,,매주 일요일 법정공휴일,월~금 08:30~20:00 토 08:30~15:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
힘찬약국,반려동물업,반려의료,동물약국,제주특별자치도,제주시,외도일동,,549-5 번지,우정로15길,1,33.48613068,126.431234,63070,제주특별자치도 제주시 우정로15길 1,제주특별자치도 제주시 외도일동 549-5,(064) 721-6607,,매주 일요일 법정공휴일,월~금 08:30~20:00 토 08:30~17:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
힘참동물병원,반려동물업,반려의료,동물병원,경상남도,양산시,물금읍,범어리,2686-10 번지,화합10길,19,35.32973856,129.01268,50610,경상남도 양산시 물금읍 화합10길 19,경상남도 양산시 물금읍 범어리 2686-10,(055) 388-7975,https://blog.naver.com/jw7978,매주 일요일,월~금 09:30~19:30 토 09:30~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
A펫 장기점,반려동물업,반려동물 서비스,반려동물용품,경기도,김포시,장기동,,1900-11 번지,김포한강1로97번길,10,37.64767731,126.671688,10080,경기도 김포시 김포한강1로97번길 10-16,경기도 김포시 장기동 1900-11,(031) 989-1658,https://blog.naver.com/apet17,매주 토 일,월~금 10:00~21:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
ABC동물병원,반려동물업,반려의료,동물병원,부산광역시,수영구,광안동,,117-10 번지,수영로,618-1,35.16092853,129.114013,48291,부산광역시 수영구 수영로 618-1,부산광역시 수영구 광안동 117-10,(051) 761-2502,,연중무휴,월~금 10:00~19:00 토 법정공휴일 10:00~16:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
ACE동물병원,반려동물업,반려의료,동물병원,인천광역시,연수구,송도동,,23-4 번지,센트럴로,194,37.39378627,126.641874,22003,인천광역시 연수구 센트럴로 194,인천광역시 연수구 송도동 23-4,(032) 205-7582,http://www.aceamc.com/main/main.php,연중무휴,월~금 09:30~20:00 토 09:30~18:00 법정공휴일 09:30~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
AK동물병원,반려동물업,반려의료,동물병원,강원도,춘천시,약사명동,,66 번지,중앙로,127,37.8759438,127.721082,24358,강원도 춘천시 중앙로3가 66,강원도 춘천시 중앙로 127,(033) 242-2112,,매주 일요일,월~금 09:00~19:00 토 변동,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
AP동물병원,반려동물업,반려의료,동물병원,경기도,용인시 수지구,동천동,,886-1 번지,수지로,421,37.33426517,127.097464,16828,경기도 용인시 수지구 수지로 421,경기도 용인시 수지구 동천동 886-1,(031) 263-0085,http://apamc.co.kr/,매주 토요일,월~금 10:00~20:00 일 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
AtoZ동물병원,반려동물업,반려의료,동물병원,경기도,성남시 분당구,백현동,,530 번지,판교역로,145,37.3944039,127.108352,13530,경기도 성남시 분당구 판교역로 145,경기도 성남시 분당구 백현동 530,(031) 8016-8206,,연중무휴,매일 08:00~21:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
AVC 동물메디컬센터,반려동물업,반려의료,동물병원,인천광역시,계양구,계산동,,919 번지,경명대로,1095,37.54366332,126.728753,21030,인천광역시 계양구 경명대로 1095,인천광역시 계양구 계산동 919,(032) 547-4788,https://blog.naver.com/vettnk,매주 일요일,월~금 10:00~22:00 토 10:00~20:00 일 15:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
AZI 아지,반려동물업,반려동물 서비스,반려동물용품,서울특별시,마포구,합정동,,472 번지,월드컵로1길,14,37.5500498,126.912061,4024,서울특별시 마포구 월드컵로1길 14,서울특별시 마포구 합정동 472,(02) 325-5531,https://azi-corp.shop/index.html,매주 화 일,월 12:00~19:00 수~금 12:00~19:00 토 12:00~18:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지의류,없음,20221130
BAC 바른동물병원,반려동물업,반려의료,동물병원,경상북도,안동시,정하동,,371-4 번지,운동장길,10,36.55111334,128.720541,36747,경상북도 안동시 운동장길 10,경상북도 안동시 정하동 371-4,(054) 900-7582,,매주 일요일,월~금 10:00~18:00 토 10:00~13:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
BAD DOG 배드독,반려동물업,반려동물식당카페,카페,경기도,동두천시,생연동,,743-6 번지,평화로,2357,37.8981894,127.057512,11356,경기도 동두천시 평화로 2357,경기도 동두천시 생연동 743-6,(031) 868-6008,,매주 월요일,화~일 10:30~20:30,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페 용품,없음,20221130
BAMS 강아지 미용실,반려동물업,반려동물 서비스,미용,부산광역시,수영구,남천동,,17-17 번지,남천동로16번길,20,35.14188715,129.109596,48308,부산광역시 수영구 남천동로16번길 20,부산광역시 수영구 남천동 17-17,(0507) 1490-1293,https://www.instagram.com/2baam2/,매주 일요일,월~토 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용,없음,20221130
ban dog cafe,반려동물업,반려동물식당카페,카페,경기도,성남시 수정구,복정동,,685-7 번지,복정로,Jan-63,37.45867416,127.126491,13118,경기도 성남시 수정구 복정로 63-1,경기도 성남시 수정구 복정동 685-7,(031) 755-0702,http://bandogcafe.blog.me,연중무휴,매일 10:00~21:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,20221130
BB동물병원,반려동물업,반려의료,동물병원,울산광역시,울주군,범서읍,구영리,386-1 번지,점촌6길,5,35.56872291,129.24332,44925,울산광역시 울주군 범서읍 점촌6길 5,울산광역시 울주군 범서읍 구영리 386-1,(052) 211-7599,http://cafe.naver.com/bbanimalclinic,매주 일요일 법정공휴일,월~토 09:30~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
Be 동물병원,반려동물업,반려의료,동물병원,경기도,부천시,괴안동,,87-1 번지,범안로,55,37.47691463,126.80808,14689,경기도 부천시 범안로 55,경기도 부천시 괴안동 87-1,(032) 349-7975,,매주 일요일,월~금 10:00~19:00 토 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
BOB 애완용품전문점 목동점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,양천구,신정동,,1005-7 번지,목동로15길,5,37.52402406,126.864066,8023,서울특별시 양천구 목동로15길 5,서울특별시 양천구 신정동 1005-7,(022) 606-9645,,연중무휴,월~토 10:00~21:00 일 11:00~20:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
BOB 영등포점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,영등포구,영등포동,,602-6 번지,신길로,243,37.51370502,126.910831,7307,서울특별시 영등포구 신길로 243,서울특별시 영등포구 영등포동 602-6,(0507) 1432-5500,https://blog.naver.com/jse108780,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
BOB애견백화점,반려동물업,반려동물 서비스,반려동물용품,경상남도,양산시,북부동,,392-10 번지,중앙로,168,35.34551569,129.038844,50618,경상남도 양산시 중앙로 168,경상남도 양산시 북부동 392-10,(055) 367-5951,,매주 일요일,월~토 12:00~20:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
BOB애견용품백화점 울산점,반려동물업,반려동물 서비스,반려동물용품,울산광역시,남구,신정동,,810-4 번지,수암로,72,35.53013698,129.31565,44741,울산광역시 남구 수암로 72,울산광역시 남구 신정동 810-4,(052) 258-7735,,연중무휴,월~토 10:30~20:30 일 10:30~20:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
BOB애견용품백화점 중부점,반려동물업,반려동물 서비스,반려동물용품,경상남도,양산시,중부동,,680-1 번지,양주2길,21,35.33928252,129.029677,50620,경상남도 양산시 양주2길 21,경상남도 양산시 중부동 680-1,(055) 383-5951,https://www.instagram.com/bob_jungbu,연중무휴,매일 10:00~19:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품 반려동물간식,없음,20221130
BOB애완용품아울렛 계림점,반려동물업,반려동물 서비스,미용,광주광역시,북구,풍향동,,603-36 번지,필문대로,11,35.16474755,126.920958,61206,광주광역시 북구 필문대로 11,광주광역시 북구 풍향동 603-36,(062) 672-1072,,연중무휴,매일 10:00~21:00,Y,변동,Y,반려동물 전용,모두 가능,제한사항 없음,Y,N,강아지용품 강아지미용 강아지분양 소형 매장,없음,20221130
BOB애완용품아울렛 매곡본점,반려동물업,반려동물 서비스,반려동물용품,광주광역시,북구,매곡동,,3 번지,설죽로,351,35.19085661,126.898905,61062,광주광역시 북구 설죽로 351,광주광역시 북구 매곡동 3,(062) 574-1072,http://bobpet.alltheway.kr/,연중무휴,매일 09:00~21:00,Y,없음,Y,반려동물 전용,모두 가능,제한사항 없음,Y,N,강아지용품 소형 매장,없음,20221130
BOB애완용품아울렛 여수점,반려동물업,반려동물 서비스,반려동물용품,전라남도,여수시,신기동,,117-8 번지,망마로,79,34.75828805,127.671294,59686,전라남도 여수시 망마로 79,전라남도 여수시 신기동 117-8,(061) 920-0900,,연중무휴,매일 10:00~21:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
BOB애완용품아울렛 중흥점,반려동물업,반려동물 서비스,반려동물용품,광주광역시,북구,중흥동,,286-5 번지,서방로,32,35.17292112,126.916344,61208,광주광역시 북구 서방로 32,광주광역시 북구 중흥동 286-5,(062) 511-1072,https://blog.naver.com/khj7756,연중무휴,매일 10:00~21:00,N,없음,Y,반려동물 전용,모두 가능,제한사항 없음,Y,N,강아지용품 소형 매장,없음,20221130
BOB애완용품전문점 온천점,반려동물업,반려동물 서비스,반려동물용품,부산광역시,동래구,온천동,,209-2 번지,금강로,109,35.21857313,129.079353,47705,부산광역시 동래구 금강로 109,부산광역시 동래구 온천동 209-2,(070) 4189-7025,,매주 일요일,월~토 12:00~20:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
BOB애완용품전문점 중동점,반려동물업,반려동물 서비스,반려동물용품,경기도,부천시,중동,,1061-1 번지,신흥로,252,37.50620553,126.77576,14534,경기도 부천시 신흥로 252,경기도 부천시 중동 1061-1,(032) 327-1331,http://blog.naver.com/ttori318,연중무휴,매일 10:00~21:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,반려동물용품,없음,20221130
BOB애완용품점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,양천구,신월동,,225-8 번지,곰달래로6길,8,37.52915321,126.83495,7924,서울특별시 양천구 곰달래로6길 8,서울특별시 양천구 신월동 225-8,(022) 699-0829,http://www.djbob.co.kr/,매주 일요일,월~금 08:30~21:00  토 08:30~19:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
BoB애완용품점 허그몽미용실,반려동물업,반려동물 서비스,미용,광주광역시,북구,중흥동,,286-5 번지,서방로,32,35.17292112,126.916344,61208,광주광역시 북구 서방로 32,광주광역시 북구 중흥동 286-5,(0507) 1453-1051,https://blog.naver.com/hammer1002,연중무휴,매일 10:30~17:00,N,변동,Y,해당없음,모두 가능,공격성 있는 경우 불가,Y,N,강아지미용 사전예약 필수,없음,20221130
BOB애완용품할인점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강북구,수유동,,178-25 번지,한천로,1058,37.64138586,127.025268,1053,서울특별시 강북구 한천로 1058,서울특별시 강북구 수유동 178-25,(02) 908-4070,,,,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
BOK애견용품,반려동물업,반려동물 서비스,반려동물용품,울산광역시,남구,달동,,1297-15 번지,꽃대나리로,15,35.53315681,129.33137,44721,울산광역시 남구 꽃대나리로 15,울산광역시 남구 달동 1297-15,(0507) 1313-9207,http://www.instagram.com/gimgyeongjin57,연중무휴,월~금 10:00~22:00 토~일 11:00~22:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
BS조은동물병원,반려동물업,반려의료,동물병원,부산광역시,해운대구,반송동,,62-508 번지,윗반송로,73,35.23055516,129.156999,48007,부산광역시 해운대구 윗반송로 73,부산광역시 해운대구 반송동 62-508,(051) 544-7588,,매주 일요일,월~금 09:30~19:00 토 09:30~16:00 법정공휴일 09:30~16:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
C LUNA,반려동물업,반려동물식당카페,카페,경기도,평택시,합정동,,730-13 번지,자유로14번길,21,36.99220071,127.091814,17909,경기도 평택시 자유로14번길 21,경기도 평택시 합정동 730-13,(0507) 1345-5906,https://instagram.com/c__luna__,연중무휴,매일 11:00~24:00,N,변동,Y,해당없음,모두 가능,실외만 동반 가능 마킹 금지,Y,Y,애견카페,없음,20221130
CA반려동물세상,반려동물업,반려동물 서비스,반려동물용품,전라남도,고흥군,도양읍,봉암리,3392 번지,우주항공로,28,34.52650864,127.141032,59560,전라남도 고흥군 도양읍 우주항공로 28,전라남도 고흥군 도양읍 봉암리 3392,(061) 843-2837,,,,Y,없음,Y,반려동물 전용,모두 가능,제한사항 없음,Y,N,강아지용품 소형 매장,없음,20221130
cafe levelroz,반려동물업,반려동물식당카페,카페,경기도,안양시 만안구,안양동,,674-270 번지,장내로143번길,28,37.39916277,126.922817,13992,경기도 안양시 만안구 장내로143번길 28,경기도 안양시 만안구 안양동 674-270,(0507) 1354-8563,http://www.instagram.com/cafelevelroz,매주 월요일,화~일 14:00~22:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,20221130
Cafe0732,반려동물업,반려동물식당카페,카페,울산광역시,울주군,서생면,대송리,25-10 번지,간절곶1길,06월 25일,35.35945547,129.359145,45015,울산광역시 울주군 서생면 간절곶1길 25-6,울산광역시 울주군 서생면 대송리 25-10,(052) 237-0732,http://www.instagram.com/cafe0732_official,연중무휴,매일 10:30~22:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견카페,없음,20221130
Cafe109,반려동물업,반려동물식당카페,카페,경기도,수원시 권선구,권선동,,1011-14 번지,효원로230번길,38,37.26107214,127.025896,16571,경기도 수원시 권선구 효원로230번길 38,경기도 수원시 권선구 권선동 1011-14,0,,연중무휴,매일 09:00~21:30,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,20221130
Cafe3535.1,반려동물업,반려동물식당카페,카페,제주특별자치도,제주시,조천읍,함덕리,3535-1 번지,함덕2길,82,33.53920714,126.655634,63333,제주특별자치도 제주시 조천읍 함덕2길 82,제주특별자치도 제주시 조천읍 함덕리 3535-1,(064) 782-0335,,매주 수요일,목~화 10:00~19:30,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견카페,없음,20221130
Central 동물병원,반려동물업,반려의료,동물병원,인천광역시,연수구,송도동,,23-4 번지,센트럴로,194,37.39378627,126.641874,22003,인천광역시 연수구 센트럴로 194,인천광역시 연수구 송도동 23-4,(032) 815-7582,https://blog.naver.com/central7582,연중무휴,월~금 09:30~20:00 토 09:30~19:30 일 법정공휴일 10:30~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
CH동물병원,반려동물업,반려의료,동물병원,서울특별시,강동구,천호동,,233-145 번지,구천면로,322,37.54805346,127.135613,5309,서울특별시 강동구 구천면로 322,서울특별시 강동구 천호동 233-145,(02) 488-7510,https://chanimal.modoo.at,매주 일요일,월~금 10:00~20:00 토 10:00~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
CICA미술관,반려동물업,반려동반여행,미술관,경기도,김포시,양촌읍,학운리,1556 번지,삼도로,196-30,37.60819722,126.597774,10049,경기도 김포시 양촌읍 삼도로 196-30,경기도 김포시 양촌읍 학운리 1556,(031) 988-6363,www.cicamuseum.com,매주 월 화,수~일 10:30~5:30,Y,7000원,N,해당없음,해당없음,해당없음,Y,Y,미술관,없음,20221130
CJ동물병원,반려동물업,반려의료,동물병원,경기도,부천시,중동,,1134 번지,소향로,246,37.50029708,126.775128,14580,경기도 부천시 소향로 246,경기도 부천시 중동 1134,(032) 323-4999,http://cjah.kro.kr/,매주 일요일,월~금 10:00~19:00(토 18:00),Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
CM 동물병원,반려동물업,반려의료,동물병원,충청북도,진천군,광혜원면,광혜원리,529-13 번지,화랑2길,12월 04일,36.9935314,127.437477,27802,충청북도 진천군 광혜원면 화랑2길 12-4,충청북도 진천군 광혜원면 광혜원리 529-13,(043) 533-8868,,매주 월요일,월~금 10:00~20:00 토 10:00~18:00 일 10:00~12:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
Coffee Puppy,반려동물업,반려동물식당카페,카페,경기도,의정부시,민락동,,823 번지,오목로225번길,12월 24일,37.74700828,127.098782,11813,경기도 의정부시 오목로225번길 24-12,경기도 의정부시 민락동 823,(031) 851-2224,http://blog.naver.com/coffee-puppy,매주 월요일,화~일 12:00~22:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용 호텔 용품 예약제,없음,20221130
CSO게코,반려동물업,반려동물 서비스,반려동물용품,충청남도,천안시 동남구,목천읍,신계리,422 번지,신계1길,41,36.77342787,127.193063,31233,충청남도 천안시 동남구 목천읍 신계1길 41,충청남도 천안시 동남구 목천읍 신계리 422,(0507) 1425-2325,,연중무휴,매일 14:00~22:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,파충류 용품 예약제,없음,20221130
DAZE,반려동물업,반려동물식당카페,카페,대전광역시,중구,은행동,,72-6 번지,중앙로170번길,48,36.32763693,127.429569,34923,대전광역시 중구 중앙로170번길 48,대전광역시 중구 은행동 72-6,0,https://blog.naver.com/daze0821,매주 월요일,화~일 13:00~22:00,N,9000원,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,20221130
DC펫마트 경민대점,반려동물업,반려동물 서비스,반려동물용품,경기도,의정부시,가능동,,585 번지,호국로,1071,37.74272736,127.023067,11619,경기도 의정부시 호국로 1071-1,경기도 의정부시 가능동 585,(031) 868-8288,,연중무휴,매일 10:00~22:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
DC홈마트,반려동물업,반려동물 서비스,반려동물용품,인천광역시,남동구,간석동,,41-1 번지,백범로,312,37.46388365,126.715343,21511,인천광역시 남동구 백범로 312-1,인천광역시 남동구 간석동 41-1,(032) 424-2101,,연중무휴,매일 09:00~22:30,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
DDP디자인뮤지엄,반려동물업,반려동반여행,미술관,서울특별시,중구,광희동,,143 번지,을지로,281,37.56804459,127.01089,4566,서울특별시 중구 을지로 281,서울특별시 중구 을지로7가 143,(022) 153-0001,www.ddp.or.kr,1월1일 설 추석 당일,매일 10:00~19:00,Y,없음,N,해당없음,해당없음,해당없음,Y,Y,미술관,없음,20221130
DIMA 아트센터,반려동물업,반려동반여행,미술관,경기도,안성시,삼죽면,진촌리,632-18 번지,동아예대길,47,37.06236123,127.353295,17516,경기도 안성시 삼죽면 동아예대길 47,경기도 안성시 삼죽면 진촌리 632-18,(031) 670-6938,http://art.dima.ac.kr,매주 일요일 법정공휴일,월~토 09:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,미술관,없음,20221130
DK동물병원,반려동물업,반려의료,동물병원,경상북도,칠곡군,동명면,금암리,1364-130 번지,동명팔거천1길,44,35.98868793,128.552394,39858,경상북도 칠곡군 동명면 동명팔거천1길 44,경상북도 칠곡군 동명면 금암리 1364-130,(054) 971-6148,,,,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
Dogforyou,반려동물업,반려동물 서비스,미용,인천광역시,연수구,송도동,,23-4 번지,센트럴로,194,37.39378627,126.641874,22003,인천광역시 연수구 센트럴로 194,인천광역시 연수구 송도동 23-4,(0507) 1368-6926,https://www.instagram.com/dogforyou_sd,매주 일요일,월~토 10:00~18:00,Y,소형견 전체미용 35000원,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용,없음,20221130
DOT 미술관,반려동물업,반려동반여행,미술관,부산광역시,금정구,장전동,,503-44 번지,금샘로,35,35.22888083,129.076773,46240,부산광역시 금정구 금샘로 35,부산광역시 금정구 장전동 503-44,(051) 518-8480,https://dotmuseum.co.kr/,1월1일 설 추석 연휴 매주 월일,화~토 11:00~18:00,Y,변동,N,해당없음,해당없음,해당없음,Y,N,미술관,없음,20221130
Dr 오즈 동물병원,반려동물업,반려의료,동물병원,경기도,성남시 분당구,서현동,,312-1 번지,분당로263번길,39,37.3720222,127.140174,13587,경기도 성남시 분당구 분당로263번길 39,경기도 성남시 분당구 서현동 312-1,(031) 701-8225,https://blog.naver.com/anes1225,매주 일요일,월~금 10:00~19:00 토 10:00~15:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
Dr dog동물의료센터,반려동물업,반려의료,동물병원,경기도,고양시 일산동구,정발산동,,1294-5 번지,일산로394번길,05월 09일,37.67064778,126.781024,10406,경기도 고양시 일산동구 일산로394번길 5-9,경기도 고양시 일산동구 정발산동 1294-5,(031) 932-0075,https://www.instagram.com/drdog_amc/,연중무휴,월~금 09:00~20:00 토~일 09:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
Dr J 동물병원,반려동물업,반려의료,동물병원,경기도,용인시 기흥구,영덕동,,985-1 번지,흥덕2로87번길,18,37.27591222,127.071589,16954,경기도 용인시 기흥구 흥덕2로87번길 18,경기도 용인시 기흥구 영덕동 985-1,(031) 215-7975,,매주 일요일 법정공휴일,월~금 10:00~19:00 토 10:00~16:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
Dr JK 동물병원,반려동물업,반려의료,동물병원,경기도,고양시 일산동구,장항동,,742 번지,무궁화로,17,37.66220284,126.76643,10364,경기도 고양시 일산동구 무궁화로 17,경기도 고양시 일산동구 장항동 742,0,,법정공휴일,매일 10:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
Dr Mini 하늘다람쥐 전문병원,반려동물업,반려의료,동물병원,경기도,파주시,문발동,,617-1 번지,꽃창포길,16,37.71897893,126.707937,10884,경기도 파주시 꽃창포길 16,경기도 파주시 문발동 617-1,(070) 7796-0333,http://www.4inchers.com/,연중무휴,매일 10:30~17:30,N,변동,Y,해당없음,특수동물(하늘다람쥐),제한사항 없음,Y,N,하늘다람쥐 전문병원,없음,20221130
Dr베토벤동물병원,반려동물업,반려의료,동물병원,서울특별시,강동구,상일동,,223 번지,구천면로,664,37.55079239,127.171762,5282,서울특별시 강동구 구천면로 664,서울특별시 강동구 상일동 223,(02) 427-1076,,매주 일요일,월~토 09:40~20:00,Y,변동,Y,해당없음,개 고양이 특수동물(햄스터 고슴도치),제한사항 없음,Y,N,일반동물병원,없음,20221130
Dr수동물병원,반려동물업,반려의료,동물병원,서울특별시,영등포구,여의도동,,42 번지,국제금융로,79,37.52214313,126.932483,7340,서울특별시 영등포구 국제금융로 79,서울특별시 영등포구 여의도동 42,(02) 785-7582,https://blog.naver.com/drsooamc,매주 일요일,월~금 10:00~19:00 토 10:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
